created_at,text,clean-text,location,place
Sat Nov 13 18:42:41 +0000 2021,"b'Unless #antivaxxers and their imbeclie followers are not held criminally liable, this pandemic will only get worse! https://t.co/XWBpnGfzGO'",unless and their imbeclie followers are not held criminally liable this pandemic will only get worse,Ireland,"Fingal, Ireland"
Sat Nov 13 18:42:38 +0000 2021,"b'And the vaccine said, ""Before the cock crows, you will disown me...\xe2\x80\x9d The cock is crowing his head off.\xe2\x80\xa6 https://t.co/vds9HaIRgq'",and the vaccine said before the cock crows you will disown me the cock is crowing his head off,"Dayton, OH","Dayton, OH"
Sat Nov 13 18:44:39 +0000 2021,"b'Well, 22 in hospital. Seems the talk about lifting emergency order earlier this week has faded for at least another\xe2\x80\xa6 https://t.co/6cdr4hFbju'",well 22 in hospital seems the talk about lifting emergency order earlier this week has faded for at least another,"Fredericton, NB","Fredericton, New Brunswick"
Sat Nov 13 18:45:20 +0000 2021,"b'\xe2\x80\x9cIn Tulare County, where just 47% of residents are fully vaccinated, the 435-bed Kaweah Health Medical Center in Vi\xe2\x80\xa6 https://t.co/zYsdPugwln'",in tulare county where just 47 of residents are fully vaccinated the 435 bed kaweah health medical center in vi,North Carolina,"North Carolina, USA"
Sat Nov 13 18:45:24 +0000 2021,b'We need to focus on COVID inequity within LMICs as much as we are focusing on transnational inequity.\n\nEquity is no\xe2\x80\xa6 https://t.co/QT9CTSfPWN',we need to focus on covid inequity within lmics as much as we are focusing on transnational inequity equity is no,"Roots in India, USA, SA, UK","Hackney, London"
Sat Nov 13 18:46:46 +0000 2021,"b'Should an unvaccinated RPS employee transmit COVID-19 to my unvaccinated child as a result of this, so help me dog.\xe2\x80\xa6 https://t.co/T3POTUL9c2'",should an unvaccinated rps employee transmit covid 19 to my unvaccinated child as a result of this so help me dog,"Richmond, VA","Richmond, VA"
Sat Nov 13 18:45:57 +0000 2021,b'Thank you @POTUS @JoeBiden + @pfizer for providing the #COVID19 vaccine to my two greatest treasures \xe2\x80\x94 and to all c\xe2\x80\xa6 https://t.co/CPOEhOkiUe',thank you for providing the vaccine to my two greatest treasures and to all c,"Miami, FL","Miami, FL"
Sat Nov 13 18:48:32 +0000 2021,"b'2)\nNew system*\n\xe3\x80\x90#newsystem\xe3\x80\x91\n Idea -&gt; Valuation .Valuation.. Valuation, specially becoming a Unicorn, &amp; become the m\xe2\x80\xa6 https://t.co/rKmI13KwlJ'",2 new system idea gt valuation valuation valuation specially becoming a unicorn amp become the m,"Bengaluru, India","Bengaluru South, India"
Sat Nov 13 18:51:03 +0000 2021,b'Gibraltar on GTA mode this evening.\nMaybe we should worry less about Covid-19 and deal with issues related to the incident at the Bahia.',gibraltar on gta mode this evening maybe we should worry less about covid 19 and deal with issues related to the incident at the bahia,Gibraltar,Gibraltar
Sat Nov 13 18:51:36 +0000 2021,"b""Well, how about that? So, forcing those who've recovered from #COVID19 is just about power after all. https://t.co/DoEuCDEWYu""",well how about that so forcing those whove recovered from is just about power after all,"San Antonio, Texas","San Antonio, TX"
Sat Nov 13 18:50:12 +0000 2021,b'Thanks for your transformational leadership \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f https://t.co/qLcOvG4QIp',thanks for your transformational leadership,"Grand Rapids, MI","Jenison, MI"
Sat Nov 13 18:50:37 +0000 2021,"b'Coronavirus rising rapidly in NL, but @schiphol still a battlefield. Masks mandatory, but every fifth person with i\xe2\x80\xa6 https://t.co/NbFoe4VpRs'",coronavirus rising rapidly in nl but still a battlefield masks mandatory but every fifth person with i,"Wassenaar, The Netherlands","Haarlemmermeer, Nederland"
Sat Nov 13 18:52:24 +0000 2021,"b'@ZubyMusic Yes.Severe case 7/2020,treated with Dexa,Azithromycin, antivirals.Dr\xe2\x80\x99s, Nurses said take Zinc,D, C, when\xe2\x80\xa6 https://t.co/gDjiFItIo6'",yes severe case 7 2020 treated with dexa azithromycin antivirals dr s nurses said take zinc d c when,Richie McPeak,"Forest City, FL"
Sat Nov 13 18:52:01 +0000 2021,b'At Gila River Arena  but not for hockey!! Ashlyn  did the  early Covid19 check in and merch shopping pre-concert to\xe2\x80\xa6 https://t.co/mohualn1qk',at gila river arena but not for hockey ashlyn did the early covid19 check in and merch shopping pre concert to,"Tucson, AZ","Georgia, USA"
Sat Nov 13 18:52:40 +0000 2021,"b'Community members, families, friends\xe2\x80\xa6 OPEN TO ALL!\n\nCOVID-19 Vaccination Clinic happening next Wednesday on-site at\xe2\x80\xa6 https://t.co/7FW3c4Inma'",community members families friends open to all covid 19 vaccination clinic happening next wednesday on site at,"Kalaeloa, HI","Kalaeloa, HI"
Sat Nov 13 18:52:23 +0000 2021,"b'\xe2\x80\x9cAll of a sudden my 2 sides became allies,\xe2\x80\x9d... \xe2\x80\x9cMy artistic half has become the voice of the physician half who wan\xe2\x80\xa6 https://t.co/7lrwdIpKtc'",all of a sudden my 2 sides became allies my artistic half has become the voice of the physician half who wan,"Anchorage, AK","Eagle River, AK"
Sat Nov 13 18:55:05 +0000 2021,"b""We got our 1st, 2nd, Booster Shots to stay safe so hopefully we won't get what's coming from Delta Virus or COVID-19 https://t.co/Ax1xKweA5e""",we got our 1st 2nd booster shots to stay safe so hopefully we wont get whats coming from delta virus or covid 19,United States,"Creve Coeur, IL"
Sat Nov 13 18:56:16 +0000 2021,b'New COVID variant found in France: Reason for panic or not quite yet? https://t.co/Ur3AydlrAF',new covid variant found in france reason for panic or not quite yet,"Beverly Hills, CA","Rancho Mirage, CA"
Sat Nov 13 18:58:13 +0000 2021,"b""Get your kids #vaccinated #thisistheirshot \nPlenty available @PelicanPeds if you're in #Charleston. https://t.co/dLYWLBTCGW""",get your kids plenty available if youre in,,"Mount Pleasant, SC"
Sat Nov 13 18:58:13 +0000 2021,"b'@RWMaloneMD Yes.Severe case 7/2020,treated with Dexa,Azithromycin, antivirals.Dr\xe2\x80\x99s, Nurses said take Zinc,D, C, whe\xe2\x80\xa6 https://t.co/6gNNGYBnEZ'",yes severe case 7 2020 treated with dexa azithromycin antivirals dr s nurses said take zinc d c whe,Richie McPeak,"Altamonte Springs, FL"
Sat Nov 13 18:58:43 +0000 2021,"b""When you're meant to be raving with your friends at @FatboySlim tonight in Birmingham but instead it's another nigh\xe2\x80\xa6 https://t.co/l5lHK593ss""",when youre meant to be raving with your friends at tonight in birmingham but instead its another nigh,"England, United Kingdom","City of London, London"
Sat Nov 13 19:01:10 +0000 2021,b'GUYS!! https://t.co/sEhZaJBg8y',guys,,"Tebrau, Johor"
Sat Nov 13 19:02:14 +0000 2021,b'Corona Status Report: Incidence rises to 300\nRead more: https://t.co/ibfQZS95JU https://t.co/Mv4J9Ewdwd',corona status report incidence rises to 300 read more,Berlin,"Berlin, Germany"
Sat Nov 13 19:02:16 +0000 2021,b'Correct FFG are covid cheerleaders https://t.co/1VBtvIrdLf',correct ffg are covid cheerleaders,Ireland,"Kildare, Ireland"
Sat Nov 13 19:02:28 +0000 2021,b'This \xe2\xa4\xb5\xef\xb8\x8f plus accelerating JCVI1-9 #covid19 boosters to 5months = fairly normal Christmas ahead.  Good for \xf0\x9f\xa7\xb3 \xf0\x9f\x9a\x99 \xe2\x9c\x88\xef\xb8\x8f\xe2\x80\xa6 https://t.co/59vIzCiwkx',this plus accelerating jcvi1 9 boosters to 5months fairly normal christmas ahead good for,"Aberdeen, Scotland, UK","Attiki, Greece"
Sat Nov 13 19:08:48 +0000 2021,"b'Well, it took a while but he finally got his first dose of the COVID-19 vaccine! https://t.co/boPbb6dDU7'",well it took a while but he finally got his first dose of the covid 19 vaccine,"Louisville, Ky.","St Matthews, KY"
Sat Nov 13 19:08:08 +0000 2021,b'Fighting Stigma: Coronavirus: 4642 new cases confirmed in Ireland \xe2\x80\x94 https://t.co/twlrMVWopD: The National Public He\xe2\x80\xa6 https://t.co/8MaUa1hB9L',fighting stigma coronavirus 4642 new cases confirmed in ireland the national public he,Ireland | Scotland | Inuit | Skandinavien,"Mascouche, Québec"
Sat Nov 13 19:07:24 +0000 2021,b'CDC warns progress against measles threatened amid COVID-19 pandemic\n\nThere was talk before that the illegals were\xe2\x80\xa6 https://t.co/IdeLfv2na7',cdc warns progress against measles threatened amid covid 19 pandemic there was talk before that the illegals were,,"Connecticut, USA"
Sat Nov 13 19:08:02 +0000 2021,"b'""Delta is currently hitting Germany hard. On Thursday, the Robert Koch Institute (RKI), Germany\xe2\x80\x99s center for diseas\xe2\x80\xa6 https://t.co/YUlRWgHIUZ'",delta is currently hitting germany hard on thursday the robert koch institute rki germany s center for diseas,South FL,"Greenacres, FL"
Sat Nov 13 19:09:19 +0000 2021,"b""https://t.co/p0aD9BtNu7\n\nWhen the reigning league MVP and several other key players enter the NFL's COVID-19 protoc\xe2\x80\xa6 https://t.co/n9qXysnOBm""",when the reigning league mvp and several other key players enter the nfls covid 19 protoc,"Pittsburgh, PA.","Pittsburgh, PA"
Sat Nov 13 19:09:10 +0000 2021,b'I got my #COVID19 booster today!',i got my booster today,,"Pennsylvania, USA"
Sat Nov 13 19:13:24 +0000 2021,b'OMG. GO AWAY. https://t.co/90R9aTs4kk',omg go away,"Rocky View County, Alberta","Hillingdon, London"
Sat Nov 13 19:11:04 +0000 2021,b'Ohhhh\xe2\x80\xa6.this is the \xe2\x80\x9cturn the corner\xe2\x80\x9d\nDay!  We are both up &amp; playing like normal!   This is post office/laundry drop\xe2\x80\xa6 https://t.co/iQocSE8vG4',ohhhh this is the turn the corner day we are both up amp playing like normal this is post office laundry drop,"Twin Cities, MN","Minnesota, USA"
Sat Nov 13 19:14:08 +0000 2021,b'@SkyNews 50 Shades of COVID-19',50 shades of covid 19,"Stretton, Staffordshire","West Midlands, England"
Sat Nov 13 19:14:47 +0000 2021,"b""Alzheimer's Disease and COVID-19 https://t.co/FyYZGnu7ki via @YouTube""",alzheimers disease and covid 19 via,"Fernandina Beach, Florida","Fernandina Beach, FL"
Sat Nov 13 19:14:48 +0000 2021,b'@cricket_badger Think I have title for his book ..... 50 Shades of COVID-19',think i have title for his book 50 shades of covid 19,"Stretton, Staffordshire","West Midlands, England"
Sat Nov 13 19:14:14 +0000 2021,b'50 Shades of COVID-19 https://t.co/eZWvghaP0C',50 shades of covid 19,"Stretton, Staffordshire","West Midlands, England"
Sat Nov 13 19:14:28 +0000 2021,b'@oneillquigley @R2RHarris @DiorIzzy @BNODesk transmit COVID-19 may occur at a lower rate. She adds that this could\xe2\x80\xa6 https://t.co/vw1vYLkIRe',transmit covid 19 may occur at a lower rate she adds that this could,Wilmington NC Wild Colonies,"Milan, NM"
Sat Nov 13 19:13:36 +0000 2021,"b'On a personal note, it\xe2\x80\x99s kind of depressing that we even have to do this. However, this is a great way of doing it. https://t.co/7f3qDgo8E1'",on a personal note it s kind of depressing that we even have to do this however this is a great way of doing it,,"Manhattan, NY"
Sat Nov 13 19:16:52 +0000 2021,b'@mrjamesob 50 Shades of COVID-19',50 shades of covid 19,"Stretton, Staffordshire","West Midlands, England"
Sat Nov 13 19:15:56 +0000 2021,b'@SallyDeal4 @funder There is much COVID-19 mis information but is coming from the Federal Government.\n ie....\n-Over\xe2\x80\xa6 https://t.co/nLKZlY4fMf',there is much covid 19 mis information but is coming from the federal government ie over,United States,"Conroe, TX"
Sat Nov 13 19:15:19 +0000 2021,b'Saaaaaaaaay WUT?? https://t.co/d8sxg7s8tz',saaaaaaaaay wut,"Palos Verdes Estates, CA","Torrance, CA"
Sat Nov 13 19:15:47 +0000 2021,b'I\xe2\x80\x99m boosted! #COVID19 #doyourpart #gettheshot #abetternorthcarolina https://t.co/Btln2Pvkjn',i m boosted,N 36°0' 0'' / W 78°48' 0'',Hillside High School
Sat Nov 13 19:18:07 +0000 2021,"b'Dog, science be on some other shit.  Incre\xc3\xadble.  Who figured this out?!? https://t.co/hotIqf1Ane'",dog science be on some other shit incre ble who figured this out,"Atlanta, GA","Atlanta, GA"
Sat Nov 13 19:19:01 +0000 2021,"b""Thats good news. Let's hope the deal wasn't shit. https://t.co/Wbd0L6NrGz""",thats good news lets hope the deal wasnt shit,"San Diego, CA","San Diego, CA"
Sat Nov 13 19:18:22 +0000 2021,b'Hunker down. Just two weeks to #FlattenTheCurve. We can do it! \xf0\x9f\xa4\xaa https://t.co/NJ26mUiBne',hunker down just two weeks to we can do it,"Red Deer County, Alberta","Red Deer County, Alberta"
Sat Nov 13 19:20:36 +0000 2021,b'Holy Cringe in these comments\xe2\x80\xa6 #LiberalismIsAMentalDisorder https://t.co/HUtfuisLR7',holy cringe in these comments,"Puerto Rico, USA Milwaukee WI","Milwaukee, WI"
Sat Nov 13 19:21:06 +0000 2021,b'*considers chilling in the Bahamas until further notice* \nSomeone send Barbados the memo too https://t.co/4YsPB0i7lB',considers chilling in the bahamas until further notice someone send barbados the memo too,Barbados,Barbados
Sat Nov 13 19:19:51 +0000 2021,b'What the hell?!! Wtf are you doing @aeh_mv @EOCaddu @AdduCityCouncil @AdduPolice @HPA_MV. Why can\xe2\x80\x99t you force peopl\xe2\x80\xa6 https://t.co/vGq62eKEF6',what the hell wtf are you doing why can t you force peopl,Addu City | Maldives ,Maldives
Sat Nov 13 19:21:28 +0000 2021,b'Omog! This virus still exist in naija? https://t.co/3e4dS4Sl2m',omog this virus still exist in naija,Always change ,"Bauchi, Nigeria"
Sat Nov 13 19:20:01 +0000 2021,b'US man who survived Covid says sorry to doctors for not getting vaccinated https://t.co/sih3bwhOUX',us man who survived covid says sorry to doctors for not getting vaccinated,Buckinghamshire ,"Amersham, South East"
Sat Nov 13 19:23:49 +0000 2021,b'@RWMaloneMD The most frustrating thing for me here is that you are leading people away from the same vaccines that\xe2\x80\xa6 https://t.co/PqkS813Fya',the most frustrating thing for me here is that you are leading people away from the same vaccines that,"iPhone: 45.491821,-73.583145","Baxter Estates, NY"
Sat Nov 13 19:25:11 +0000 2021,b'Yay!!! Got mine-my kids are headed in to get the booster too! https://t.co/i1fz3pQLqr',yay got mine my kids are headed in to get the booster too,"Colorado, USA","Colorado, USA"
Sat Nov 13 19:25:53 +0000 2021,b'The rest of the world must think we are nuts! Sad thing is they are probably not that far off \xf0\x9f\x98\xa2 https://t.co/gr4cnw9iRd',the rest of the world must think we are nuts sad thing is they are probably not that far off,,"Amsterdam, The Netherlands"
Sat Nov 13 19:27:18 +0000 2021,b'That John Coffey https://t.co/xwxQFHcK9m',that john coffey,Manchester ,"Manchester, England"
Sat Nov 13 19:29:00 +0000 2021,"b'At this rate, Im scared for the vulnerable people in my family! I can\xe2\x80\x99t even go and visit them because there is alm\xe2\x80\xa6 https://t.co/vLnpz9IH8L'",at this rate im scared for the vulnerable people in my family i can t even go and visit them because there is alm,Addu City | Maldives ,Maldives
Sat Nov 13 19:28:22 +0000 2021,b'Great idea \xe2\xac\x87\xef\xb8\x8f from @MarkLevineNYC - open it up &amp; keep it simple. We can\xe2\x80\x99t just ignore what\xe2\x80\x99s starting to happen her\xe2\x80\xa6 https://t.co/mm6XI5FgPk',great idea from open it up amp keep it simple we can t just ignore what s starting to happen her,"ÜT: 40.773678,-73.981918","Manhattan, NY"
Sat Nov 13 19:31:36 +0000 2021,"b'And this strawman, Kushner, is the man who was supposed to do great things at keeping the covid-19 at bay and helpi\xe2\x80\xa6 https://t.co/TuEqLnStT4'",and this strawman kushner is the man who was supposed to do great things at keeping the covid 19 at bay and helpi,"Shelton, WA","Washington, USA"
Sat Nov 13 19:32:37 +0000 2021,b'Boosted. Thank you to every healthcare worker striving to keep us all safe and healthy!\n\n#ModernaMafia #BoosterShot\xe2\x80\xa6 https://t.co/YzYI25qJOc',boosted thank you to every healthcare worker striving to keep us all safe and healthy,"Manhattan, NY","Manhattan, NY"
Sat Nov 13 19:33:30 +0000 2021,"b""The COVID-19 pill doesn't not mean you don't have to get vaccinated""",the covid 19 pill doesnt not mean you dont have to get vaccinated,Trinidad and Tobago,Trinidad and Tobago
Sat Nov 13 19:34:27 +0000 2021,b'Amazing video via @DrEricDing on how the mRNA vaccine works to fight the #coronavirus while never interacting with\xe2\x80\xa6 https://t.co/Eq0mei6Y8u',amazing video via on how the mrna vaccine works to fight the while never interacting with,#RemoteWork #Boston ,"Somerville, MA"
